salary_in_usd
153090
225900
385000
93919
241871
133832
192500
36000
121523
216100
140800
145828
63192
284000
236000
248100
145900
155850
102544
151410
115360
66531
125686
12767
26827
107000
23000
182750
314100
195800
350000
262500
209450
158677
103200
61200
66970
63312
174500
107250
119000
285800
154600
60795
124234
74540
79000
84053
141290
74178
107500
12888
84000
12877
6304
17509
77262
40777
24740
15897
182000
234100
223800
172100
232200
167200
291500
196200
150900
167000
96100
196000
126100
187500
25216
165750
109006
67141
175308
100706
229000
37558
54094
18314
272550
64000
143100
180560
115440
75344
58331
14307
261500
134500
13989
94500
127500
51000
94560
52533
248400
56723
24165
149000
246000
92350
67723
164000
10000
31795
44365
73880
36773
35610
47280
37824
249500
149850
122500
58837
102640
66100
122600
159000
255000
430967
55410
50432
39925
60938
166700
16904
68293
194000
129400
89200
178750
63040
197430
134760
99000
110446
79178
70186
51716
171000
13000
213000
227200
20000
64090
243000
178000
96000
105236
189750
140250
115573
42026
191200
66192
179500
27317
86193
49253
105066
104663
161000
118000
177000
131000
61566
43096
193750
116250
208000
45555
17684
80036
140700
104697
33000
34672
154560
123648
177500
192564
144854
179305
142127
315000
243900
156600
89306
77300
45600
12608
184100
198440
57872
187200
116100
159699
138938
76000
103432
125404
123000
92250
97000
157000
42000
345600
230400
175950
130050
236600
54000
73742
33246
5409
75050
8000
38000
110820
123400
88100
139600
85700
98200
98000
57000
161311
144200
83171
38154
125976
188700
160395
191475
141525
75648
156868
69344
5132
126080
45050
42028
178800
132100
229998
154545
99750
68400
236900
159200
243225
179775
218000
145300
195400
131300
195700
130500
141300
102100
102200
22892
31520
8050
179400
193900
222640
182160
297500
93000
73000
7799
136994
101570
57786
45390
97500
212800
142800
6359
130240
98506
102663
80041
104611
82280
81000
46000
204100
136100
118208
19073
7500
53368
29944
119300
146200
124270
54634
185800
137400
148800
95386
128058
82000
6270
216200
144100
175100
189650
164996
99450
188100
139860
248700
167100
5723
189500
140100
177600
24000
202900
12171
53416
131752
260500
77119
52008
30523
206699
99100
221300
28368
91118
249260
185400
128875
93700
136260
109280
135446
13493
25000
65257
150075
110925
22800
22809
133766
83000
112900
90320
65666
116976
105400
49268
215300
158200
209100
115222
165400
132320
208775
147800
76309
35093
100800
36940
140400
51064
82900
63900
112300
108800
242000
165220
120160
124190
181940
220110
160080
106260
120600
84900
136620
99360
161342
137141
211500
138600
192400
61300
95550
136600
167875
205300
200100
70500
116150
99050
192600
266400
150260
67000
52000
69000
172386
324000
185100
104890
76814
117104
192037
17805
55685
69133
67597
102839
51081
83864
54742
33609
30469
69999
55475
61989
405000
380000
120402
65141
77364
63711
155499
38400
82500
49646
40570
9466
10354
110037
21013
82744
59303
62649
82528
130026
63831
68428
450000
46759
74130
127221
13400
75774
103000
270000
54238
47282
153667
28476
59102
79197
45760
53192
79833
76833
50180
88654
103160
113476
94564
30428
187442
51519
112872
36259
15966
95746
76958
89294
29751
188000
28399
60757
70139
6072
33511
96282
12103
36643
72212
91000
99703
103691
21637
63810
109024
256000
72500
69741
20171
77684
65013
28016
111775
93150
25532
66265
141846
16228
71786
35735
24823
24342
9272
96113
21844
51321
40481
39916
26005
90734
22611
5679
40038
61467
37825
416000
56256
33808
116914
46597
41689
114047
5707
56000
28609
47899
66022
56738
325000
45896
40189
12901
5882
42197
62726
21669
87738
61896
74000
18000
18907
173762
148261
38776
46809
18053
91237
19609
45391
190200
138350
130800
45618
119059
423000
28369
412000
94665
